DL1,DL2,DL3,DL4,DL5,DL6,DL7,DL8,DL9,DL10,DL11,DL12,DL13,DL14
1e+20,1.4631e+11,3.7556e+10,95.847,116.25,2.3693e+10,17.096,1.5851e+10,6.8073,2.9095,0.98013,10.741,17.925,3.3656
1e+20,1.4065e+11,3.5071e+10,82.091,101.41,2.1687e+10,13.762,1.4391e+10,5.1299,2.1646,0.73299,9.9339,15.959,2.6748
1e+20,1.3281e+11,3.151e+10,62.467,80.417,1.8556e+10,9.1468,1.203e+10,3.0362,1.2511,0.42736,8.6442,12.893,1.7502
1e+20,1.9629e+11,6.1291e+10,242.65,266.11,4.2656e+10,59.321,2.7166e+10,40.745,25.89,24.922,4.4688,27.853,11.986
1e+20,1.9525e+11,6.072e+10,239.3,262.76,4.2349e+10,58.53,2.6987e+10,40.054,25.471,24.644,4.3967,27.478,11.751
1e+20,1.9416e+11,6.0128e+10,235.79,259.22,4.2022e+10,57.705,2.6798e+10,39.339,25.039,24.355,4.3235,27.093,11.51
1e+20,1.9301e+11,5.9512e+10,232.13,255.49,4.1672e+10,56.846,2.66e+10,38.602,24.595,24.055,4.2494,26.696,11.265
1e+20,1.918e+11,5.8873e+10,228.3,251.58,4.13e+10,55.951,2.6391e+10,37.841,24.137,23.744,4.1743,26.288,11.015
1e+20,1.9053e+11,5.8208e+10,224.31,247.46,4.0903e+10,55.02,2.6172e+10,37.055,23.665,23.42,4.0981,25.867,10.76
1e+20,1.8918e+11,5.7517e+10,220.15,243.15,4.048e+10,54.05,2.5941e+10,36.244,23.179,23.084,4.0208,25.433,10.5
1e+20,1.8777e+11,5.6798e+10,215.82,238.62,4.0031e+10,53.041,2.5698e+10,35.408,22.678,22.734,3.9423,24.985,10.234
1e+20,1.8627e+11,5.6049e+10,211.3,233.88,3.9552e+10,51.992,2.5441e+10,34.545,22.162,22.37,3.8626,24.524,9.9625
1e+20,1.847e+11,5.527e+10,206.59,228.91,3.9044e+10,50.9,2.5171e+10,33.655,21.63,21.992,3.7816,24.047,9.6854
1e+20,1.8303e+11,5.4457e+10,201.69,223.71,3.8502e+10,49.763,2.4885e+10,32.737,21.081,21.597,3.6992,23.555,9.4025
1e+20,1.8128e+11,5.3609e+10,196.58,218.26,3.7925e+10,48.58,2.4584e+10,31.789,20.516,21.186,3.6154,23.045,9.1133
1e+20,1.7942e+11,5.2723e+10,191.26,212.55,3.7311e+10,47.347,2.4264e+10,30.811,19.932,20.756,3.5299,22.518,8.8176
1e+20,1.7745e+11,5.1796e+10,185.72,206.58,3.6656e+10,46.063,2.3925e+10,29.8,19.328,20.307,3.4427,21.971,8.5152
1e+20,1.7536e+11,5.0824e+10,179.94,200.32,3.5956e+10,44.723,2.3565e+10,28.756,18.705,19.836,3.3536,21.403,8.2054
1e+20,1.7313e+11,4.9803e+10,173.9,193.76,3.5207e+10,43.323,2.3182e+10,27.676,18.059,19.342,3.2624,20.811,7.888
1e+20,1.7077e+11,4.8728e+10,167.6,186.88,3.4404e+10,41.86,2.2772e+10,26.559,17.39,18.823,3.1689,20.195,7.5623
1e+20,1.6824e+11,4.7594e+10,161,179.65,3.354e+10,40.327,2.2333e+10,25.4,16.696,18.274,3.0728,19.55,7.2276
1e+20,1.6553e+11,4.6393e+10,154.09,172.05,3.2609e+10,38.718,2.1859e+10,24.198,15.973,17.694,2.9737,18.873,6.8831
1e+20,1.6261e+11,4.5116e+10,146.84,164.04,3.1601e+10,37.026,2.1348e+10,22.947,15.219,17.078,2.8712,18.161,6.5278
1e+20,1.5945e+11,4.3751e+10,139.21,155.58,3.0505e+10,35.239,2.079e+10,21.643,14.431,16.419,2.7647,17.407,6.1603
1e+20,1.5601e+11,4.2284e+10,131.15,146.61,2.9307e+10,33.346,2.0179e+10,20.28,13.603,15.712,2.6534,16.606,5.779
1e+20,1.5223e+11,4.0695e+10,122.61,137.08,2.7986e+10,31.329,1.9503e+10,18.85,12.73,14.947,2.5362,15.747,5.3817
1e+20,1.4805e+11,3.8956e+10,113.49,126.87,2.6517e+10,29.166,1.8745e+10,17.34,11.802,14.111,2.4115,14.818,4.9651
1e+20,1.4334e+11,3.7027e+10,103.7,115.88,2.4862e+10,26.826,1.7883e+10,15.736,10.808,13.186,2.2771,13.801,4.5251
1e+20,1.3793e+11,3.4847e+10,93.062,103.9,2.2968e+10,24.263,1.688e+10,14.015,9.7303,12.145,2.1294,12.67,4.055
1e+20,1.3153e+11,3.2311e+10,81.312,90.644,2.0746e+10,21.4,1.5675e+10,12.14,8.5398,10.944,1.9622,11.379,3.5441
1e+20,1.2357e+11,2.9221e+10,67.976,75.587,1.8037e+10,18.104,1.4153e+10,10.045,7.1852,9.5033,1.7629,9.8486,2.9726
1e+20,1.1263e+11,2.5099e+10,52.028,57.591,1.4494e+10,14.081,1.2042e+10,7.5866,5.5531,7.644,1.5016,7.8973,2.2961
1e+20,9.2474e+10,1.8044e+10,29.995,32.868,8.9528e+09,8.3333,8.3153e+09,4.2837,3.2578,4.756,1.0568,4.9021,1.3589
1e+20,1.9621e+11,6.1227e+10,240.8,265.39,4.196e+10,57.124,2.6895e+10,37.409,24.682,24.546,11.546,6.0312,8.0189
1e+20,1.9516e+11,6.0646e+10,237.3,261.96,4.1667e+10,56.244,2.6694e+10,36.648,24.215,24.241,11.349,5.848,7.7769
1e+20,1.9405e+11,6.0043e+10,233.64,258.33,4.1353e+10,55.324,2.6482e+10,35.86,23.733,23.923,11.145,5.6619,7.5302
1e+20,1.9289e+11,5.9415e+10,229.8,254.5,4.1016e+10,54.363,2.6258e+10,35.043,23.235,23.592,10.934,5.4727,7.2788
1e+20,1.9165e+11,5.8761e+10,225.78,250.47,4.0655e+10,53.36,2.6022e+10,34.198,22.72,23.247,10.716,5.2803,7.0225
1e+20,1.9035e+11,5.8081e+10,221.58,246.21,4.0268e+10,52.312,2.5773e+10,33.323,22.187,22.887,10.49,5.0847,6.7611
1e+20,1.8898e+11,5.7372e+10,217.19,241.73,3.9854e+10,51.216,2.551e+10,32.416,21.636,22.512,10.256,4.8856,6.4946
1e+20,1.8752e+11,5.6633e+10,212.59,237.02,3.9409e+10,50.071,2.5231e+10,31.476,21.066,22.12,10.013,4.6828,6.2225
1e+20,1.8599e+11,5.5861e+10,207.78,232.05,3.8934e+10,48.872,2.4936e+10,30.501,20.475,21.71,9.7609,4.4762,5.9448
1e+20,1.8436e+11,5.5055e+10,202.74,226.82,3.8423e+10,47.617,2.4623e+10,29.489,19.862,21.281,9.498,4.2655,5.6611
1e+20,1.8264e+11,5.4211e+10,197.46,221.31,3.7874e+10,46.301,2.4289e+10,28.437,19.226,20.83,9.2235,4.0503,5.371
1e+20,1.8081e+11,5.3327e+10,191.92,215.5,3.7284e+10,44.919,2.3934e+10,27.343,18.563,20.356,8.9362,3.8304,5.0742
1e+20,1.7886e+11,5.2397e+10,186.11,209.37,3.6647e+10,43.465,2.3554e+10,26.201,17.873,19.855,8.6343,3.6052,4.77
1e+20,1.7678e+11,5.1419e+10,179.99,202.88,3.5959e+10,41.929,2.3145e+10,25.009,17.15,19.325,8.316,3.3742,4.4577
1e+20,1.7456e+11,5.0384e+10,173.53,196,3.5211e+10,40.303,2.2705e+10,23.758,16.392,18.762,7.9785,3.1367,4.1366
1e+20,1.7218e+11,4.9287e+10,166.69,188.69,3.4394e+10,38.572,2.2226e+10,22.441,15.594,18.159,7.6184,2.8916,3.8054
1e+20,1.696e+11,4.8116e+10,159.41,180.87,3.3496e+10,36.718,2.1701e+10,21.048,14.746,17.509,7.231,2.6377,3.4627
1e+20,1.6681e+11,4.6859e+10,151.61,172.47,3.2501e+10,34.715,2.1121e+10,19.561,13.84,16.802,6.8093,2.3731,3.1062
1e+20,1.6374e+11,4.5495e+10,143.16,163.35,3.1382e+10,32.523,2.0468e+10,17.957,12.859,16.021,6.3431,2.0952,2.7326
1e+20,1.6033e+11,4.3994e+10,133.87,153.29,3.0101e+10,30.076,1.9716e+10,16.196,11.776,15.139,5.8153,1.7995,2.3369
1e+20,1.5646e+11,4.2301e+10,123.35,141.92,2.8585e+10,27.249,1.8817e+10,14.202,10.54,14.107,5.1939,1.4785,1.9099
1e+20,1.5187e+11,4.0297e+10,110.71,128.35,2.6675e+10,23.748,1.7653e+10,11.806,9.0359,12.807,4.4064,1.116,1.4319
1e+20,1.457e+11,3.7537e+10,92.43,109.14,2.3777e+10,18.463,1.5762e+10,8.3934,6.8256,10.783,3.1973,0.66118,0.84081
1e+20,1.9624e+11,6.1254e+10,241.75,264.57,3.9051e+10,35.485,2.2797e+10,13.036,12.133,18.102,16.813,32.259,8.3678
1e+20,1.952e+11,6.0681e+10,238.3,260.93,3.8709e+10,35.201,2.2689e+10,12.617,11.773,17.765,16.64,31.787,8.1214
1e+20,1.941e+11,6.0085e+10,234.67,257.06,3.8338e+10,34.902,2.2575e+10,12.185,11.401,17.412,16.458,31.293,7.868
1e+20,1.9293e+11,5.9464e+10,230.86,252.97,3.7935e+10,34.587,2.2454e+10,11.74,11.016,17.042,16.267,30.775,7.6074
1e+20,1.917e+11,5.8818e+10,226.85,248.64,3.7499e+10,34.255,2.2326e+10,11.28,10.619,16.655,16.065,30.231,7.3394
1e+20,1.9041e+11,5.8144e+10,222.63,244.06,3.7027e+10,33.903,2.219e+10,10.806,10.208,16.249,15.852,29.66,7.0633
1e+20,1.8903e+11,5.7441e+10,218.2,239.21,3.6515e+10,33.533,2.2046e+10,10.317,9.7831,15.821,15.628,29.06,6.7788
1e+20,1.8758e+11,5.6708e+10,213.53,234.08,3.5961e+10,33.14,2.1893e+10,9.8112,9.343,15.371,15.39,28.426,6.4852
1e+20,1.8604e+11,5.594e+10,208.61,228.64,3.5359e+10,32.725,2.173e+10,9.2889,8.8866,14.896,15.137,27.757,6.1818
1e+20,1.8441e+11,5.5137e+10,203.42,222.88,3.4705e+10,32.285,2.1556e+10,8.7483,8.4126,14.393,14.867,27.046,5.8677
1e+20,1.8268e+11,5.4294e+10,197.93,216.75,3.399e+10,31.816,2.1369e+10,8.1881,7.9192,13.858,14.578,26.289,5.5416
1e+20,1.8083e+11,5.3406e+10,192.09,210.22,3.3207e+10,31.316,2.1169e+10,7.6063,7.4042,13.286,14.266,25.477,5.202
1e+20,1.7885e+11,5.2469e+10,185.88,203.23,3.2344e+10,30.779,2.0953e+10,7.0004,6.8648,12.671,13.927,24.602,4.8468
1e+20,1.7673e+11,5.1475e+10,179.21,195.71,3.1384e+10,30.201,2.0718e+10,6.3671,6.2968,12.003,13.556,23.648,4.4732
1e+20,1.7444e+11,5.0414e+10,171.99,187.56,3.0304e+10,29.572,2.0461e+10,5.7014,5.6949,11.27,13.142,22.596,4.0771
1e+20,1.7195e+11,4.9272e+10,164.07,178.6,2.9068e+10,28.879,2.0175e+10,4.9963,5.0503,10.45,12.673,21.412,3.6523
1e+20,1.6921e+11,4.8024e+10,155.17,168.54,2.7615e+10,28.101,1.9852e+10,4.24,4.3496,9.5105,12.124,20.042,3.1884
1e+20,1.6612e+11,4.6628e+10,144.76,156.84,2.5822e+10,27.197,1.9475e+10,3.4112,3.5673,8.3839,11.448,18.375,2.6661
1e+20,1.6248e+11,4.4978e+10,131.38,141.99,2.3378e+10,26.065,1.9002e+10,2.4619,2.6467,6.9092,10.52,16.126,2.0403
1e+20,1.5739e+11,4.2556e+10,107.27,116.29,1.8701e+10,24.168,1.8236e+10,1.2142,1.3737,4.3986,8.6911,11.915,1.1328
1e+20,1.9631e+11,6.1304e+10,238.08,264.2,3.7982e+10,51.892,2.6511e+10,29.42,3.6058,10.552,17.045,34.842,11.992
1e+20,1.9528e+11,6.0736e+10,234.82,260.85,3.7709e+10,51.211,2.6341e+10,28.931,3.5495,10.433,16.897,34.441,11.769
1e+20,1.942e+11,6.0146e+10,231.41,257.31,3.7418e+10,50.501,2.6161e+10,28.426,3.4924,10.31,16.743,34.025,11.54
1e+20,1.9305e+11,5.9533e+10,227.85,253.58,3.7108e+10,49.76,2.5973e+10,27.905,3.4346,10.184,16.583,33.595,11.307
1e+20,1.9184e+11,5.8897e+10,224.13,249.67,3.6777e+10,48.988,2.5774e+10,27.365,3.3759,10.054,16.417,33.15,11.068
1e+20,1.9057e+11,5.8236e+10,220.25,245.56,3.6425e+10,48.184,2.5565e+10,26.808,3.3164,9.9203,16.245,32.689,10.824
1e+20,1.8924e+11,5.7548e+10,216.2,241.25,3.6051e+10,47.348,2.5345e+10,26.233,3.256,9.7829,16.066,32.211,10.574
1e+20,1.8783e+11,5.6833e+10,211.99,236.74,3.5653e+10,46.477,2.5113e+10,25.639,3.1947,9.6412,15.88,31.716,10.319
1e+20,1.8634e+11,5.6089e+10,207.59,232.01,3.5229e+10,45.57,2.4868e+10,25.026,3.1325,9.4952,15.687,31.202,10.058
1e+20,1.8477e+11,5.5314e+10,203.02,227.06,3.478e+10,44.627,2.461e+10,24.393,3.0693,9.3446,15.485,30.669,9.7905
1e+20,1.8312e+11,5.4506e+10,198.25,221.88,3.4302e+10,43.645,2.4338e+10,23.74,3.0051,9.189,15.274,30.115,9.5169
1e+20,1.8137e+11,5.3663e+10,193.29,216.46,3.3793e+10,42.623,2.405e+10,23.065,2.9397,9.0282,15.053,29.539,9.2366
1e+20,1.7952e+11,5.2783e+10,188.12,210.79,3.3253e+10,41.558,2.3745e+10,22.368,2.8732,8.8617,14.823,28.939,8.9494
1e+20,1.7757e+11,5.1862e+10,182.73,204.86,3.2676e+10,40.448,2.3423e+10,21.648,2.8054,8.689,14.581,28.313,8.6549
1e+20,1.755e+11,5.0898e+10,177.11,198.65,3.2062e+10,39.29,2.308e+10,20.904,2.7362,8.5097,14.326,27.66,8.3527
1e+20,1.733e+11,4.9886e+10,171.25,192.16,3.1406e+10,38.081,2.2715e+10,20.134,2.6655,8.3231,14.058,26.975,8.0423
1e+20,1.7095e+11,4.8821e+10,165.14,185.35,3.0704e+10,36.818,2.2325e+10,19.337,2.5932,8.1283,13.774,26.258,7.723
1e+20,1.6845e+11,4.7699e+10,158.74,178.21,2.995e+10,35.495,2.1908e+10,18.511,2.5189,7.9244,13.472,25.502,7.3941
1e+20,1.6578e+11,4.6511e+10,152.05,170.71,2.914e+10,34.108,2.146e+10,17.653,2.4425,7.7103,13.151,24.705,7.0548
1e+20,1.629e+11,4.525e+10,145.03,162.83,2.8265e+10,32.649,2.0976e+10,16.761,2.3637,7.4845,12.807,23.86,6.704
1e+20,1.5979e+11,4.3905e+10,137.65,154.52,2.7316e+10,31.111,2.0451e+10,15.832,2.282,7.2451,12.435,22.961,6.3403
1e+20,1.5642e+11,4.2462e+10,129.88,145.73,2.6282e+10,29.483,1.9876e+10,14.86,2.1968,6.9896,12.032,21.998,5.9619
1e+20,1.5273e+11,4.0902e+10,121.65,136.41,2.5147e+10,27.752,1.9243e+10,13.842,2.1075,6.7147,11.591,20.959,5.5667
1e+20,1.4865e+11,3.9202e+10,112.89,126.48,2.389e+10,25.9,1.8537e+10,12.768,2.0128,6.4158,11.101,19.828,5.1516
1e+20,1.4408e+11,3.7326e+10,103.51,115.82,2.2482e+10,23.903,1.7738e+10,11.63,1.9112,6.0862,10.551,18.583,4.7122
1e+20,1.3888e+11,3.5218e+10,93.356,104.28,2.088e+10,21.724,1.6817e+10,10.412,1.8,5.7154,9.9192,17.19,4.2423
